TaxCreditApplicationID,ReviewDate
24070,4/8/2021
24071,4/8/2021
24074,4/8/2021
24077,4/8/2021
24079,4/8/2021
24080,5/5/2021
24081,4/8/2021
24082,8/16/2021
24083,4/8/2021
24084,4/8/2021
24085,7/23/2021
24086,4/8/2021
24087,4/8/2021
24088,4/8/2021
24092,7/23/2021
24093,7/23/2021
24094,5/5/2021
24097,4/8/2021
24099,7/23/2021
24100,4/8/2021
24101,4/8/2021
24102,4/9/2021
24103,4/9/2021
24106,4/9/2021
24109,4/9/2021
24111,4/9/2021
24112,4/12/2021
24113,4/12/2021
24114,4/12/2021
24121,4/22/2021
24122,4/15/2021
24123,4/15/2021
24124,4/13/2021
24125,4/15/2021
24126,4/13/2021
24127,4/13/2021
24128,4/13/2021
24129,4/15/2021
24130,4/13/2021
24131,4/13/2021
24162,4/15/2021
24165,8/3/2021
24174,4/16/2021
24177,4/16/2021
24178,4/16/2021
24179,4/16/2021
24180,4/16/2021
24181,4/22/2021
24182,4/16/2021
24184,4/16/2021
24185,4/16/2021
24186,4/16/2021
24187,4/16/2021
24188,4/16/2021
24189,4/16/2021
24190,4/16/2021
24191,4/16/2021
24192,4/16/2021
24193,7/23/2021
24194,4/16/2021
24195,4/16/2021
24206,4/19/2021
24207,4/19/2021
24208,4/19/2021
24209,4/19/2021
24220,4/20/2021
24226,5/17/2021
24227,4/22/2021
24228,4/22/2021
24230,4/22/2021
24231,4/23/2021
24238,4/22/2021
24241,4/22/2021
24242,6/25/2021
24244,4/22/2021
24246,4/22/2021
24247,4/22/2021
24257,4/23/2021
24258,4/23/2021
24260,4/23/2021
24261,4/23/2021
24262,4/23/2021
24263,7/23/2021
24264,4/23/2021
24265,7/23/2021
24266,4/23/2021
24267,4/23/2021
24269,4/23/2021
24270,4/23/2021
24271,4/23/2021
24272,4/23/2021
24274,4/23/2021
24275,4/23/2021
24276,4/23/2021
24277,4/23/2021
24278,4/23/2021
24279,4/23/2021
24283,4/23/2021
24295,4/26/2021
24296,4/26/2021
24297,4/26/2021
24298,8/3/2021
24301,7/23/2021
24303,7/23/2021
24304,7/26/2021
24305,7/26/2021
24306,7/26/2021
24307,7/26/2021
24308,4/26/2021
24309,7/26/2021
24311,4/26/2021
24312,4/26/2021
24313,4/26/2021
24314,4/26/2021
24315,4/26/2021
24317,4/26/2021
24318,5/5/2021
24319,7/26/2021
24320,4/26/2021
24321,4/26/2021
24322,4/26/2021
24323,4/26/2021
24324,4/26/2021
24325,4/26/2021
24326,4/26/2021
24327,4/26/2021
24328,4/26/2021
24329,7/26/2021
24330,4/26/2021
24331,7/26/2021
24332,4/26/2021
24333,4/26/2021
24334,7/26/2021
24335,7/26/2021
24336,4/26/2021
24337,5/5/2021
24338,5/5/2021
24339,4/26/2021
24340,4/26/2021
24341,5/6/2021
24342,4/26/2021
24343,5/5/2021
24344,4/26/2021
24378,4/29/2021
24379,8/3/2021
24380,4/29/2021
24381,4/29/2021
24382,4/29/2021
24383,8/11/2021
24384,4/29/2021
24385,4/29/2021
24386,4/29/2021
24387,4/29/2021
24388,4/29/2021
24389,4/29/2021
24392,4/29/2021
24393,8/11/2021
24395,4/29/2021
24396,4/29/2021
24397,4/29/2021
24399,4/29/2021
24400,4/29/2021
24401,8/4/2021
24403,4/29/2021
24404,4/29/2021
24405,4/29/2021
24408,7/26/2021
24410,4/29/2021
24412,4/29/2021
24414,4/29/2021
24415,8/4/2021
24417,8/4/2021
24419,4/29/2021
24423,8/4/2021
24424,4/29/2021
24426,4/29/2021
24427,4/29/2021
24431,8/4/2021
24432,8/4/2021
24433,8/4/2021
24435,8/4/2021
24436,4/30/2021
24437,8/4/2021
24438,8/4/2021
24439,8/4/2021
24440,8/4/2021
24441,8/4/2021
24442,8/4/2021
24443,8/4/2021
24444,8/4/2021
24445,8/4/2021
24446,4/30/2021
24447,8/11/2021
24449,4/30/2021
24450,8/4/2021
24451,8/4/2021
24452,8/4/2021
24453,8/4/2021
24454,8/4/2021
24455,8/4/2021
24456,8/11/2021
24457,8/4/2021
24458,8/4/2021
24460,8/4/2021
24461,8/4/2021
24462,8/4/2021
24463,8/11/2021
24464,8/6/2021
24465,8/6/2021
24466,8/6/2021
24467,8/6/2021
24468,8/6/2021
24469,8/6/2021
24471,8/6/2021
24472,8/6/2021
24473,8/6/2021
24474,8/6/2021
24475,8/6/2021
24476,8/6/2021
24477,4/30/2021
24478,5/5/2021
24479,4/30/2021
24480,8/6/2021
24481,4/30/2021
24488,4/30/2021
24489,4/30/2021
24490,4/30/2021
24491,4/30/2021
24492,4/30/2021
24510,5/5/2021
24511,5/5/2021
24512,5/5/2021
24513,5/5/2021
24514,5/5/2021
24515,8/6/2021
24516,5/5/2021
24517,5/5/2021
24518,5/5/2021
24519,5/5/2021
24520,5/5/2021
24521,5/5/2021
24522,5/5/2021
24523,8/6/2021
24524,5/5/2021
24525,5/5/2021
24526,5/5/2021
24527,5/5/2021
24528,5/5/2021
24529,5/5/2021
24530,5/5/2021
24535,5/5/2021
24537,8/6/2021
24538,8/6/2021
24539,8/6/2021
24540,5/5/2021
24541,5/5/2021
24542,5/5/2021
24543,5/5/2021
24544,5/5/2021
24545,5/5/2021
24546,5/5/2021
24547,5/5/2021
24551,8/6/2021
24552,5/5/2021
24553,5/5/2021
24554,8/6/2021
24555,5/5/2021
24556,5/5/2021
24557,5/5/2021
24558,5/5/2021
24559,5/5/2021
24560,5/5/2021
24562,5/6/2021
24563,8/6/2021
24564,8/6/2021
24566,5/6/2021
24567,5/6/2021
24568,5/6/2021
24569,5/6/2021
24570,8/6/2021
24573,5/6/2021
24574,5/6/2021
24575,5/11/2021
24576,8/6/2021
24577,5/6/2021
24578,5/6/2021
24580,5/11/2021
24581,5/6/2021
24582,5/6/2021
24583,6/25/2021
24584,8/6/2021
24586,8/6/2021
24587,8/6/2021
24594,5/7/2021
24595,8/11/2021
24596,5/7/2021
24597,5/7/2021
24598,5/10/2021
24599,5/10/2021
24600,5/10/2021
24601,5/10/2021
24602,5/10/2021
24603,5/10/2021
24604,5/10/2021
24605,5/10/2021
24606,5/10/2021
24607,5/10/2021
24608,5/10/2021
24609,5/11/2021
24610,5/10/2021
24611,5/10/2021
24612,5/10/2021
24613,5/10/2021
24614,5/10/2021
24615,5/10/2021
24616,5/11/2021
24617,5/10/2021
24618,5/10/2021
24619,5/10/2021
24620,5/10/2021
24621,5/11/2021
24622,5/11/2021
24623,5/11/2021
24624,5/11/2021
24625,5/11/2021
24626,5/21/2021
24630,5/12/2021
24631,5/12/2021
24632,5/12/2021
24633,5/12/2021
24634,5/12/2021
24635,5/12/2021
24636,8/11/2021
24637,8/6/2021
24638,5/12/2021
24639,5/12/2021
24646,8/6/2021
24647,5/13/2021
24648,5/13/2021
24649,5/13/2021
24650,5/13/2021
24651,5/16/2021
24652,5/13/2021
24654,5/16/2021
24655,8/9/2021
24656,8/9/2021
24657,8/11/2021
24658,8/9/2021
24659,8/9/2021
24660,8/9/2021
24661,5/13/2021
24662,5/13/2021
24663,5/13/2021
24664,5/13/2021
24665,7/22/2021
24667,5/13/2021
24668,5/21/2021
24669,5/13/2021
24670,7/23/2021
24672,5/13/2021
24673,5/21/2021
24675,5/13/2021
24676,8/9/2021
24680,5/21/2021
24684,5/14/2021
24685,5/14/2021
24686,8/11/2021
24687,8/9/2021
24688,5/14/2021
24689,5/14/2021
24691,8/9/2021
24692,8/9/2021
24694,8/9/2021
24695,8/9/2021
24696,8/9/2021
24697,8/9/2021
24698,5/14/2021
24699,5/14/2021
24700,5/14/2021
24701,5/14/2021
24702,5/14/2021
24703,5/16/2021
24704,5/16/2021
24705,5/16/2021
24706,5/16/2021
24707,8/9/2021
24708,5/16/2021
24709,8/9/2021
24710,8/9/2021
24711,5/16/2021
24720,5/17/2021
24721,5/17/2021
24722,5/17/2021
24723,5/21/2021
24724,5/21/2021
24725,5/21/2021
24726,5/21/2021
24727,5/21/2021
24732,5/24/2021
24733,5/27/2021
24734,5/24/2021
24735,5/24/2021
24736,5/25/2021
24737,5/25/2021
24738,5/27/2021
24739,5/26/2021
24743,5/26/2021
24747,5/26/2021
24755,8/11/2021
24756,6/25/2021
24758,8/9/2021
24759,8/9/2021
24760,8/9/2021
24761,8/9/2021
24762,8/11/2021
24763,8/9/2021
24764,5/26/2021
24771,5/26/2021
24772,5/26/2021
24778,5/26/2021
24779,5/26/2021
24780,5/26/2021
24781,5/26/2021
24784,5/26/2021
24787,8/9/2021
24788,5/26/2021
24789,5/27/2021
24790,8/11/2021
24792,5/27/2021
24795,5/27/2021
24796,8/9/2021
24797,5/27/2021
24798,5/27/2021
24799,8/9/2021
24800,5/27/2021
24801,8/11/2021
24802,8/9/2021
24803,8/9/2021
24804,8/9/2021
24805,8/9/2021
24806,8/9/2021
24807,5/27/2021
24808,8/9/2021
24809,5/27/2021
24810,6/2/2021
24816,6/4/2021
24817,6/4/2021
24824,6/7/2021
24825,6/7/2021
24826,6/7/2021
24851,6/9/2021
24853,6/15/2021
24860,6/9/2021
24865,6/9/2021
24881,6/10/2021
24883,6/10/2021
24884,6/10/2021
24885,6/10/2021
24887,6/11/2021
24888,6/11/2021
24889,6/11/2021
24893,6/15/2021
24894,6/15/2021
24928,6/21/2021
24939,6/25/2021
24941,7/26/2021
24942,6/25/2021
24943,6/25/2021
24944,7/26/2021
24948,6/25/2021
24951,8/11/2021
24954,6/25/2021
24955,6/25/2021
24956,6/25/2021
24960,7/26/2021
24961,7/26/2021
24977,8/9/2021
24984,8/9/2021
24987,8/9/2021
24988,8/11/2021
24991,8/9/2021
24992,8/9/2021
24994,8/9/2021
24998,8/9/2021
24999,8/2/2021
25002,8/2/2021
25007,7/23/2021
25023,7/23/2021
25029,8/11/2021
25041,7/23/2021
25053,8/2/2021
25055,7/23/2021
25071,8/2/2021
25072,7/23/2021
25105,8/2/2021
25110,8/16/2021
25111,8/16/2021
25112,8/16/2021
25113,8/16/2021
25114,8/16/2021
25115,8/20/2021
25116,8/16/2021
25117,8/16/2021
25118,8/16/2021
25119,8/16/2021
25120,8/16/2021
25121,8/16/2021
25122,8/16/2021
25123,8/16/2021
25124,8/16/2021
25126,8/16/2021
25127,8/16/2021
25128,8/16/2021
25129,8/16/2021
25130,8/16/2021
25131,8/16/2021
25132,8/16/2021
25133,8/16/2021
25134,8/16/2021
25135,8/16/2021
25136,8/16/2021
25137,8/16/2021
25138,8/16/2021
25139,8/16/2021
25140,8/16/2021
25141,8/16/2021
25142,8/16/2021
25143,8/16/2021
25144,8/16/2021
25145,8/16/2021
25146,8/16/2021
25147,8/16/2021
25148,8/16/2021
25149,8/16/2021
25150,8/16/2021
25151,8/16/2021
25152,8/16/2021
25153,8/16/2021
25154,8/16/2021
25155,8/16/2021
25156,8/16/2021
25157,8/16/2021
25158,8/16/2021
25159,8/16/2021
25160,8/20/2021
25161,8/20/2021
25162,8/20/2021
25163,8/20/2021
25164,8/20/2021
25165,8/20/2021
25166,8/20/2021
25167,8/20/2021
25168,8/20/2021
25169,8/20/2021
25170,8/20/2021
25171,8/20/2021
25172,8/20/2021
25173,8/20/2021
25174,8/20/2021
25175,8/20/2021
25176,8/26/2021
25178,8/20/2021
25179,8/20/2021
25180,8/20/2021
25181,8/20/2021
25182,8/20/2021
25183,8/20/2021
25184,8/20/2021
25185,8/20/2021
25186,8/20/2021
25187,8/20/2021
25188,8/20/2021
25189,8/20/2021
25190,8/20/2021
25191,8/20/2021
25192,8/20/2021
25193,8/20/2021
25194,8/20/2021
25195,8/20/2021
25196,8/20/2021
25197,8/20/2021
25198,8/26/2021
25199,8/20/2021
25200,8/20/2021
25201,8/20/2021
25202,8/20/2021
25203,8/20/2021
25204,8/20/2021
25205,8/20/2021
25206,8/20/2021
25207,8/26/2021
25208,8/26/2021
25209,8/26/2021
25210,8/26/2021
25211,8/26/2021
25212,8/26/2021
25213,8/26/2021
25214,9/1/2021
25215,8/26/2021
25216,8/26/2021
25217,8/26/2021
25218,9/1/2021
25219,8/26/2021
25220,8/26/2021
25221,8/26/2021
25222,8/26/2021
25223,8/26/2021
25224,8/26/2021
25225,8/26/2021
25226,8/26/2021
25227,9/1/2021
25228,8/26/2021
25229,8/26/2021
25230,8/26/2021
25231,8/26/2021
25232,8/26/2021
25233,8/26/2021
25234,8/26/2021
25235,8/26/2021
25236,8/26/2021
25237,8/26/2021
25238,9/1/2021
25239,8/26/2021
25240,8/26/2021
25241,9/1/2021
25242,8/26/2021
25243,8/25/2021
25245,8/26/2021
25246,8/26/2021
25247,8/26/2021
25248,8/26/2021
25249,8/26/2021
25250,8/26/2021
25251,8/26/2021
25252,8/26/2021
25253,8/26/2021
25254,8/26/2021
25255,8/26/2021
25256,8/26/2021
25257,9/1/2021
25258,8/26/2021
25259,8/26/2021
25260,8/26/2021
25261,8/26/2021
25262,8/26/2021
25263,9/1/2021
25264,8/26/2021
25265,8/26/2021
25266,8/26/2021
25267,8/26/2021
25268,8/26/2021
25269,8/26/2021
25270,9/1/2021
25271,8/26/2021
25272,8/26/2021
25273,8/26/2021
25274,8/26/2021
25275,8/26/2021
25276,8/26/2021
25277,9/1/2021
25278,8/26/2021
25279,8/26/2021
25280,8/26/2021
25281,8/26/2021
25283,8/26/2021
25284,8/26/2021
25285,8/26/2021
25286,8/26/2021
25287,8/26/2021
25288,8/26/2021
25289,8/26/2021
25290,8/26/2021
25291,8/26/2021
25292,8/26/2021
25293,8/26/2021
25294,8/26/2021
25295,8/26/2021
25296,8/26/2021
25297,8/26/2021
25298,8/26/2021
25299,8/26/2021
25300,8/26/2021
25301,8/26/2021
25302,8/26/2021
25303,8/26/2021
25304,9/1/2021
25305,8/26/2021
25306,8/26/2021
25307,8/26/2021
25308,9/30/2021
25309,8/26/2021
25310,8/26/2021
25311,8/26/2021
25312,8/26/2021
25313,8/26/2021
25314,8/26/2021
25315,8/26/2021
25316,8/26/2021
25317,8/26/2021
25318,8/26/2021
25319,9/1/2021
25320,9/1/2021
25321,9/30/2021
25322,9/1/2021
25323,9/1/2021
25324,9/1/2021
25325,9/1/2021
25326,9/1/2021
25327,9/1/2021
25328,9/1/2021
25329,9/1/2021
25330,9/1/2021
25331,9/1/2021
25332,9/1/2021
25333,9/1/2021
25334,9/1/2021
25335,9/1/2021
25336,9/1/2021
25337,9/1/2021
25338,9/1/2021
25339,9/1/2021
25340,9/1/2021
25341,9/1/2021
25342,9/30/2021
25343,9/1/2021
25344,9/1/2021
25345,9/1/2021
25346,9/1/2021
25347,9/1/2021
25348,9/1/2021
25349,9/1/2021
25350,9/1/2021
25351,9/1/2021
25352,9/1/2021
25353,9/1/2021
25354,9/1/2021
25355,9/1/2021
25356,9/1/2021
25357,9/1/2021
25358,9/1/2021
25359,9/1/2021
25360,9/1/2021
25361,9/1/2021
25362,9/1/2021
25363,9/1/2021
25364,9/1/2021
25365,9/1/2021
25366,9/1/2021
25367,9/1/2021
25368,9/1/2021
25369,9/1/2021
25370,9/1/2021
25371,9/1/2021
25372,9/30/2021
25373,9/1/2021
25374,9/1/2021
25375,9/1/2021
25376,9/1/2021
25377,9/1/2021
25378,9/1/2021
25379,9/1/2021
25380,9/1/2021
25381,9/1/2021
25382,9/1/2021
25383,9/1/2021
25384,9/1/2021
25385,9/1/2021
25388,9/1/2021
25389,9/1/2021
25390,9/1/2021
25391,9/1/2021
25392,9/1/2021
25393,9/1/2021
25394,9/30/2021
25395,9/1/2021
25396,9/1/2021
25397,9/1/2021
25398,9/1/2021
25399,9/1/2021
25400,9/1/2021
25401,9/1/2021
25402,9/1/2021
25403,9/1/2021
25404,9/1/2021
25405,9/1/2021
25409,9/1/2021
25411,9/1/2021
25412,9/1/2021
25413,9/1/2021
25414,9/1/2021
25415,9/1/2021
25416,9/1/2021
25417,9/1/2021
25418,9/1/2021
25419,9/1/2021
25421,9/1/2021
25422,9/1/2021
25423,9/1/2021
25424,9/1/2021
25425,9/1/2021
25426,9/1/2021
25428,9/1/2021
25429,9/1/2021
25430,9/1/2021
25431,9/2/2021
25432,9/2/2021
25433,9/2/2021
25434,9/2/2021
25435,9/2/2021
25436,9/2/2021
25437,9/2/2021
25438,9/2/2021
25439,9/2/2021
25440,9/2/2021
25442,9/2/2021
25443,9/2/2021
25444,9/2/2021
25445,9/30/2021
25446,9/2/2021
25447,9/2/2021
25448,9/30/2021
25449,9/2/2021
25450,9/2/2021
25451,9/2/2021
25452,9/2/2021
25453,9/2/2021
25454,9/2/2021
25455,9/2/2021
25456,9/2/2021
25457,9/2/2021
25458,9/2/2021
25459,9/30/2021
25460,9/2/2021
25461,9/2/2021
25462,9/2/2021
25463,9/2/2021
25464,9/2/2021
25465,9/2/2021
25466,9/2/2021
25467,9/2/2021
25468,9/2/2021
25469,9/2/2021
25470,9/2/2021
25471,9/2/2021
25472,9/2/2021
25473,9/2/2021
25474,9/2/2021
25475,9/2/2021
25476,9/2/2021
25477,9/1/2021
25478,9/2/2021
25479,9/2/2021
25480,9/2/2021
25481,9/2/2021
25482,9/1/2021
25483,9/2/2021
25484,9/2/2021
25485,9/2/2021
25487,9/2/2021
25488,9/2/2021
25489,9/2/2021
25490,9/2/2021
25491,9/2/2021
25492,9/2/2021
25493,9/2/2021
25494,9/2/2021
25495,9/2/2021
25496,9/1/2021
25497,9/2/2021
25498,9/2/2021
25500,9/2/2021
25501,9/2/2021
25502,9/2/2021
25503,9/2/2021
25504,9/2/2021
25505,9/2/2021
25506,9/2/2021
25507,9/2/2021
25508,9/2/2021
25509,9/2/2021
25510,9/2/2021
25511,9/2/2021
25512,9/2/2021
25513,9/2/2021
25514,9/2/2021
25515,9/2/2021
25516,9/1/2021
25517,9/1/2021
25518,9/1/2021
25519,9/1/2021
25520,9/1/2021
25521,9/1/2021
25522,9/1/2021
25523,9/1/2021
25524,9/1/2021
25525,9/1/2021
25526,9/1/2021
25527,9/30/2021
25528,9/2/2021
25529,9/2/2021
25530,9/2/2021
25531,9/2/2021
25532,9/30/2021
25533,9/2/2021
25534,9/2/2021
25535,9/2/2021
25536,9/2/2021
25537,9/2/2021
25538,9/30/2021
25539,9/30/2021
25540,9/30/2021
25541,9/30/2021
25542,9/30/2021
25543,9/30/2021
25544,9/30/2021
25545,9/30/2021
25546,9/30/2021
25547,9/30/2021
25548,9/30/2021
25549,9/30/2021
25550,9/30/2021
25551,9/30/2021
25552,9/30/2021
25553,9/30/2021
25554,9/30/2021
25556,9/30/2021
25557,9/30/2021
25559,9/30/2021
25560,9/30/2021
25561,9/30/2021
25562,9/30/2021
25563,9/30/2021
25564,9/30/2021
25565,9/30/2021
25566,9/30/2021
25567,9/30/2021
25568,9/30/2021
25569,9/30/2021
25570,9/30/2021
25571,9/30/2021
25572,9/30/2021
25574,9/30/2021
25576,9/30/2021
25577,9/30/2021
25578,9/30/2021
25579,9/30/2021
25582,9/30/2021
25583,9/30/2021
25584,9/30/2021
25585,9/30/2021
25586,9/30/2021
25587,9/30/2021
25588,9/30/2021
25589,9/30/2021
25590,9/30/2021
25591,9/30/2021
25592,9/30/2021
25593,9/30/2021
25594,9/30/2021
25595,9/30/2021
25596,9/30/2021
25597,9/30/2021
25598,9/30/2021
25599,9/30/2021
25600,9/30/2021
25601,9/30/2021
25602,9/30/2021
25603,9/30/2021
25604,9/30/2021
25605,9/30/2021
25606,9/30/2021
25607,9/30/2021
25608,9/30/2021
25611,9/30/2021
25612,9/30/2021
25613,9/30/2021
25615,9/30/2021
25617,9/30/2021
25618,9/30/2021
25619,9/30/2021
25620,9/30/2021
25621,9/30/2021
25622,9/30/2021
25623,9/30/2021
25626,9/30/2021
25627,9/30/2021
25628,9/30/2021
25629,9/30/2021
25630,9/30/2021
